2018-01-01,2.44258329692817
2009-01-01,-0.355546266299747
2008-01-01,3.839100296651
2003-01-01,2.27009497336115
2001-01-01,2.82617111885407
2000-01-01,3.37685727149929
1998-01-01,1.55227909874364
1995-01-01,2.80541968853662
1988-01-01,4.07774110744413
1987-01-01,3.6645632175169
1983-01-01,3.21243523316065
1976-01-01,5.74481263549085
1969-01-01,5.46238620028745
1966-01-01,3.0150753768844
1965-01-01,1.58516926383662
1964-01-01,1.27891156462591
1960-01-01,1.45797598627791
2018-01-01,2.44258329692817
2009-01-01,-0.355546266299747
2008-01-01,3.839100296651
2003-01-01,2.27009497336115
2001-01-01,2.82617111885407
2000-01-01,3.37685727149929
1998-01-01,1.55227909874364
1995-01-01,2.80541968853662
1988-01-01,4.07774110744413
1987-01-01,3.6645632175169
1983-01-01,3.21243523316065
1976-01-01,5.74481263549085
1969-01-01,5.46238620028745
1966-01-01,3.0150753768844
1965-01-01,1.58516926383662
1964-01-01,1.27891156462591
1960-01-01,1.45797598627791
2022-01-01,8.00279982052121
2020-01-01,1.23358439630629
2019-01-01,1.81221007526021
2014-01-01,1.62222297740817
2013-01-01,1.46483265562717
2012-01-01,2.06933726526067
2010-01-01,1.6400434423899
2007-01-01,2.85267248150138
2006-01-01,3.22594410070404
1999-01-01,2.18802719697358
1994-01-01,2.60744159215453
1990-01-01,5.39795643990325
1985-01-01,3.54564415209365
1984-01-01,4.30053547523429
1982-01-01,6.13142700027493
1979-01-01,11.2544711292795
1978-01-01,7.63096383885606
1974-01-01,11.0548048048048
1972-01-01,3.27227824655283
1971-01-01,4.29276668813051
1968-01-01,4.27179615288537
1962-01-01,1.19877334820186
1961-01-01,1.07072414764724
2022-01-01,8.00279982052121
2020-01-01,1.23358439630629
2019-01-01,1.81221007526021
2014-01-01,1.62222297740817
2013-01-01,1.46483265562717
2012-01-01,2.06933726526067